id,X,input,output,out_i,rules
151,10,4_-1_-2_3_-2_-3,4_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020001200001002_010_000000
151,11,4_-1_-2_3_-2_-3,4_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200001002_010_000000
151,12,4_-1_-2_3_-2_-3,4_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020001200001002_010_000000
151,13,4_-1_-2_3_-2_-3,4_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020001200001002_010_000000
151,14,4_-1_-2_3_-2_-3,4_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200001002_010_000000
152,0,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,4,01120002200001011_010_000000
152,1,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,-10,01120002200001011_010_000000
152,2,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,-1,01120002200001011_010_000000
152,3,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,4,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,5,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,6,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,7,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,8,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,9,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,10,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,11,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,12,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,13,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
152,14,4_-1_-2_3_-2_-3,4_-10_-1_0_0_0_0_0_0_0_0_0_0_0_0,0,01120002200001011_010_000000
153,0,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,4,01020001210001001_010_000000
153,1,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-2,01020001210001001_010_000000
153,2,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-1,01020001210001001_010_000000
153,3,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,3,01020001210001001_010_000000
153,4,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-3,01020001210001001_010_000000
153,5,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-1,01020001210001001_010_000000
153,6,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,2,01020001210001001_010_000000
153,7,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-4,01020001210001001_010_000000
153,8,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-1,01020001210001001_010_000000
153,9,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,1,01020001210001001_010_000000
153,10,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-7,01020001210001001_010_000000
153,11,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-1,01020001210001001_010_000000
153,12,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,1,01020001210001001_010_000000
153,13,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-7,01020001210001001_010_000000
153,14,4_-1_-2_3_-2_-3,4_-2_-1_3_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1,-1,01020001210001001_010_000000
154,0,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,4,01120002210001001_010_000000
154,1,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-6,01120002210001001_010_000000
154,2,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002210001001_010_000000
154,3,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002210001001_010_000000
154,4,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002210001001_010_000000
154,5,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002210001001_010_000000
154,6,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002210001001_010_000000
154,7,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002210001001_010_000000
154,8,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002210001001_010_000000
154,9,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002210001001_010_000000
154,10,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002210001001_010_000000
154,11,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002210001001_010_000000
154,12,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002210001001_010_000000
154,13,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002210001001_010_000000
154,14,4_-1_-2_3_-2_-3,4_-6_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002210001001_010_000000
155,0,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,4,01020002200001001_010_000000
155,1,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-4,01020002200001001_010_000000
155,2,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020002200001001_010_000000
155,3,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020002200001001_010_000000
155,4,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020002200001001_010_000000
155,5,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020002200001001_010_000000
155,6,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020002200001001_010_000000
155,7,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020002200001001_010_000000
155,8,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020002200001001_010_000000
155,9,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020002200001001_010_000000
155,10,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020002200001001_010_000000
155,11,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020002200001001_010_000000
155,12,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020002200001001_010_000000
155,13,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020002200001001_010_000000
155,14,4_-1_-2_3_-2_-3,4_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020002200001001_010_000000
156,0,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,4,01120002201001001_010_000000
156,1,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-5,01120002201001001_010_000000
156,2,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002201001001_010_000000
156,3,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002201001001_010_000000
156,4,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002201001001_010_000000
156,5,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002201001001_010_000000
156,6,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002201001001_010_000000
156,7,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002201001001_010_000000
156,8,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002201001001_010_000000
156,9,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002201001001_010_000000
156,10,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002201001001_010_000000
156,11,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002201001001_010_000000
156,12,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01120002201001001_010_000000
156,13,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01120002201001001_010_000000
156,14,4_-1_-2_3_-2_-3,4_-5_-1_1_-7_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01120002201001001_010_000000
157,0,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,4,01011001101001001_010_000000
157,1,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,-1,01011001101001001_010_000000
157,2,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,-2,01011001101001001_010_000000
157,3,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,3,01011001101001001_010_000000
157,4,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,-2,01011001101001001_010_000000
157,5,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,-2,01011001101001001_010_000000
157,6,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,1,01011001101001001_010_000000
157,7,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,-4,01011001101001001_010_000000
157,8,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,-2,01011001101001001_010_000000
157,9,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,0,01011001101001001_010_000000
157,10,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,0,01011001101001001_010_000000
157,11,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,0,01011001101001001_010_000000
157,12,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,0,01011001101001001_010_000000
157,13,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,0,01011001101001001_010_000000
157,14,4_-1_-2_3_-2_-3,4_-1_-2_3_-2_-2_1_-4_-2_0_0_0_0_0_0,0,01011001101001001_010_000000
158,0,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,4,01020001200011001_010_000000
158,1,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-3,01020001200011001_010_000000
158,2,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200011001_010_000000
158,3,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,2,01020001200011001_010_000000
158,4,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-4,01020001200011001_010_000000
158,5,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200011001_010_000000
158,6,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020001200011001_010_000000
158,7,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020001200011001_010_000000
158,8,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200011001_010_000000
158,9,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020001200011001_010_000000
158,10,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020001200011001_010_000000
158,11,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200011001_010_000000
158,12,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,1,01020001200011001_010_000000
158,13,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-7,01020001200011001_010_000000
158,14,4_-1_-2_3_-2_-3,4_-3_-1_2_-4_-1_1_-7_-1_1_-7_-1_1_-7_-1,-1,01020001200011001_010_000000
159,0,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,3,00000000010010001_010_000000
159,1,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,2,00000000010010001_010_000000
159,2,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,3,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,4,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,5,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,6,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,7,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,8,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,9,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,10,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,11,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,12,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,13,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
159,14,3_9_15_10_7_-3,3_2_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000000010010001_010_000000
160,0,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,3,00100100000011101_010_000000
160,1,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,9,00100100000011101_010_000000
160,2,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,3,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,4,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,5,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,6,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,7,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,8,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,9,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,10,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,11,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,12,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,13,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
160,14,3_9_15_10_7_-3,3p0_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100100000011101_010_000000
161,0,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,3,00000001000010001_010_000000
161,1,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,2,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,3,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,4,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,5,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,6,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,7,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,8,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,9,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,10,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,11,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,12,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,13,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
161,14,3_9_15_10_7_-3,3_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00000001000010001_010_000000
162,0,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,3,01000002000010001_010_000000
162,1,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,9,01000002000010001_010_000000
162,2,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,3,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,4,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,5,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,6,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,7,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,8,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,9,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,10,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,11,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,12,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,13,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
162,14,3_9_15_10_7_-3,3_9_7_7_7_7_7_7_7_7_7_7_7_7_7,7,01000002000010001_010_000000
163,0,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,3,00100101000010011_010_000000
163,1,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,9,00100101000010011_010_000000
163,2,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,3,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,4,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,5,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,6,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,7,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,8,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,9,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,10,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,11,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,12,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,13,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
163,14,3_9_15_10_7_-3,3_9_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0_7p0,7,00100101000010011_010_000000
164,0,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,3,00100101000010011_010_000000
164,1,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,9,00100101000010011_010_000000
164,2,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,3,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,4,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,5,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,6,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,7,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,8,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,9,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,10,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,11,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,12,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,13,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
164,14,3_9_15_10_7_-3,3_9p0_7_7_7_7_7_7_7_7_7_7_7_7_7,7,00100101000010011_010_000000
